Transaction_ID,Date,Customer_ID,Region,Product,Quantity,Unit_Price,Unit_Cost
TRX-001289,2023-05-26,CUST-0433,Latin America,Premium Maintenance,3,665.81,220.0
TRX-001290,2023-05-24,CUST-0438,North America,Premium Maintenance,5,658.18,220.0
TRX-001291,2023-05-21,CUST-0443,Asia-Pacific,Basic Support,7,291.39,70.0
TRX-001292,2023-05-22,CUST-0443,Asia-Pacific,Consulting Service,6,181.61,105.0
TRX-001293,2023-05-28,CUST-0453,Asia-Pacific,Basic Support,5,309.25,70.0
TRX-001294,2023-05-26,CUST-0458,Europe,Enterprise License,4,1243.07,350.0
TRX-001295,2023-05-03,CUST-0458,Europe,Premium Maintenance,4,664.44,220.0
TRX-001296,2023-05-25,CUST-0462,Asia-Pacific,Basic Support,3,286.21,70.0
TRX-001297,2023-05-13,CUST-0466,North America,Consulting Service,3,184.55,105.0
TRX-001298,2023-05-06,CUST-0469,Latin America,Enterprise License,4,1159.1,350.0
TRX-001299,2023-05-23,CUST-0469,Latin America,Enterprise License,2,1228.33,350.0
TRX-001300,2023-05-28,CUST-0472,Asia-Pacific,Premium Maintenance,3,663.5,220.0
TRX-001301,2023-05-08,CUST-0476,Europe,Basic Support,1,299.67,70.0
TRX-001302,2023-05-03,CUST-0479,Latin America,Basic Support,2,295.56,70.0
TRX-001303,2023-05-12,CUST-0479,Latin America,Consulting Service,5,172.78,105.0
TRX-001304,2023-05-15,CUST-0480,Europe,Enterprise License,5,1272.07,350.0
TRX-001305,2023-05-04,CUST-0485,Latin America,Basic Support,5,312.41,70.0
TRX-001306,2023-05-01,CUST-0487,Latin America,Enterprise License,3,1134.27,350.0
TRX-001307,2023-05-27,CUST-0487,Latin America,Enterprise License,5,1257.29,350.0
TRX-001308,2023-05-15,CUST-0489,Europe,Basic Support,5,283.63,70.0
TRX-001309,2023-05-31,CUST-0490,Europe,Basic Support,5,309.66,70.0
TRX-001310,2023-05-04,CUST-0491,Europe,Premium Maintenance,1,668.72,220.0
TRX-001311,2023-05-18,CUST-0493,Asia-Pacific,Basic Support,1,285.63,70.0
TRX-001312,2023-05-17,CUST-0500,,Enterprise License,5,1183.2,350.0
TRX-001313,2023-05-07,CUST-0511,North America,Basic Support,3,285.17,70.0
TRX-001314,2023-05-12,CUST-0514,Europe,Premium Maintenance,4,697.3,220.0
TRX-001315,2023-05-23,CUST-0516,Europe,Consulting Service,6,167.12,105.0
TRX-001316,2023-05-10,CUST-0525,North America,Premium Maintenance,4,653.86,220.0
TRX-001317,2023-05-10,CUST-0532,Asia-Pacific,Enterprise License,1,1247.86,350.0
TRX-001318,2023-05-27,CUST-0532,Asia-Pacific,Enterprise License,7,1194.3,350.0
TRX-001319,2023-05-01,CUST-0537,North America,Basic Support,6,277.47,70.0
TRX-001320,2023-05-09,CUST-0537,North America,Premium Maintenance,7,639.39,220.0
TRX-001321,2023-05-24,CUST-0540,North America,Basic Support,1,285.78,70.0
TRX-001322,2023-05-18,CUST-0541,Asia-Pacific,Enterprise License,2,1194.27,350.0
TRX-001323,2023-05-09,CUST-0541,Asia-Pacific,Basic Support,5,302.11,70.0
TRX-001324,2023-05-25,CUST-0541,Asia-Pacific,Premium Maintenance,7,675.93,220.0
TRX-001325,2023-05-05,CUST-0542,Asia-Pacific,Consulting Service,6,162.3,105.0
TRX-001326,2023-05-16,CUST-0546,Europe,Basic Support,6,279.14,70.0
TRX-001327,2023-05-04,CUST-0547,Asia-Pacific,Premium Maintenance,7,590.37,220.0
TRX-001328,2023-05-08,CUST-0547,Asia-Pacific,Basic Support,5,286.71,70.0
TRX-001329,2023-05-18,CUST-0549,North America,Enterprise License,4,1131.8,350.0
TRX-001330,2023-05-26,CUST-0550,Europe,Premium Maintenance,5,666.05,220.0
TRX-001331,2023-05-26,CUST-0553,Asia-Pacific,Consulting Service,4,163.21,105.0
TRX-001332,2023-05-21,CUST-0558,Europe,Basic Support,6,289.89,70.0
TRX-001333,2023-05-15,CUST-0566,Asia-Pacific,Enterprise License,6,1178.92,350.0
TRX-001334,2023-05-20,CUST-0567,North America,Enterprise License,1,1197.95,350.0
TRX-001335,2023-05-10,CUST-0568,North America,Consulting Service,1,162.47,105.0
TRX-001336,2023-05-10,CUST-0569,North America,Enterprise License,2,1229.99,350.0
TRX-001337,2023-05-09,CUST-0573,North America,Enterprise License,5,1214.11,350.0
TRX-001338,2023-05-13,CUST-0573,North America,Premium Maintenance,1,630.11,220.0
TRX-001339,2023-05-22,CUST-0578,Europe,Premium Maintenance,2,698.37,220.0
TRX-001340,2023-05-01,CUST-0581,Europe,Consulting Service,5,167.19,105.0
TRX-001341,2023-05-16,CUST-0581,Europe,Premium Maintenance,2,648.09,220.0
TRX-001342,2023-05-21,CUST-0582,Latin America,Basic Support,4,289.77,70.0
TRX-001343,2023-05-30,CUST-0586,North America,Basic Support,5,296.1,70.0
TRX-001344,2023-05-30,CUST-0587,North America,Basic Support,7,319.03,70.0
TRX-001345,2023-05-24,CUST-0587,North America,Basic Support,5,290.32,70.0
TRX-001346,2023-05-16,CUST-0588,North America,Premium Maintenance,4,680.8,220.0
TRX-001347,2023-05-04,CUST-0588,,Enterprise License,4,1202.94,350.0
TRX-001348,2023-05-16,CUST-0592,North America,Enterprise License,7,1221.56,350.0
TRX-001349,2023-05-27,CUST-0595,Latin America,Enterprise License,7,1244.17,350.0
TRX-001350,2023-05-06,CUST-0595,Latin America,Basic Support,5,270.55,70.0
TRX-001351,2023-05-14,CUST-0597,Asia-Pacific,Enterprise License,6,1113.79,350.0
TRX-001352,2023-05-17,CUST-0598,Asia-Pacific,Premium Maintenance,7,699.54,220.0
TRX-001353,2023-05-05,CUST-0598,Asia-Pacific,Basic Support,1,317.43,70.0
TRX-001354,2023-05-05,CUST-0603,Latin America,Premium Maintenance,4,598.66,220.0
TRX-001355,2023-05-14,CUST-0603,Latin America,Premium Maintenance,3,605.34,220.0
TRX-001356,2023-05-29,CUST-0607,Europe,Enterprise License,7,1084.46,350.0
TRX-001357,2023-05-23,CUST-0608,Europe,Premium Maintenance,2,618.29,220.0
TRX-001358,2023-05-14,CUST-0608,Europe,Premium Maintenance,6,638.04,220.0
TRX-001359,2023-05-31,CUST-0610,North America,Premium Maintenance,4,646.86,220.0
TRX-001360,2023-05-18,CUST-0610,North America,Consulting Service,1,174.73,105.0
TRX-001361,2023-05-05,CUST-0612,Europe,Basic Support,4,293.32,70.0
TRX-001362,2023-05-12,CUST-0613,Latin America,Enterprise License,1,1085.98,350.0
TRX-001363,2023-05-05,CUST-0613,Latin America,Premium Maintenance,2,651.75,220.0
TRX-001364,2023-05-20,CUST-0614,Latin America,Basic Support,2,291.77,70.0
TRX-001365,2023-05-26,CUST-0614,Latin America,Enterprise License,3,1166.71,350.0
TRX-001366,2023-05-01,CUST-0616,Europe,Consulting Service,3,169.33,105.0
TRX-001367,2023-05-05,CUST-0616,Europe,Basic Support,1,319.6,70.0
TRX-001368,2023-05-06,CUST-0620,North America,Enterprise License,1,1255.15,350.0
TRX-001369,2023-05-12,CUST-0622,Asia-Pacific,Basic Support,1,273.71,70.0
TRX-001370,2023-05-02,CUST-0624,Latin America,Enterprise License,5,1203.7,350.0
TRX-001371,2023-05-25,CUST-0625,North America,Basic Support,1,296.55,70.0
TRX-001372,2023-05-23,CUST-0636,North America,Enterprise License,1,1094.33,350.0
TRX-001373,2023-05-19,CUST-0638,North America,Enterprise License,6,1290.05,350.0
TRX-001374,2023-05-17,CUST-0648,Europe,Enterprise License,3,1217.88,350.0
TRX-001375,2023-05-07,CUST-0660,North America,Basic Support,2,315.62,70.0
TRX-001376,2023-05-30,CUST-0663,Latin America,Premium Maintenance,1,699.63,220.0
TRX-001377,2023-05-19,CUST-0664,North America,Premium Maintenance,4,594.93,220.0
TRX-001378,2023-05-30,CUST-0699,Europe,Enterprise License,1,1168.9,350.0
TRX-001379,2023-05-05,CUST-0701,Latin America,Basic Support,4,316.61,70.0
TRX-001380,2023-05-12,CUST-0706,North America,Basic Support,2,307.09,70.0
TRX-001381,2023-05-10,CUST-0707,Europe,Enterprise License,7,1132.92,350.0
TRX-001382,2023-05-04,CUST-0713,North America,Enterprise License,3,1142.1,350.0
TRX-001383,2023-05-09,CUST-0717,Asia-Pacific,Consulting Service,6,172.67,105.0
TRX-001384,2023-05-21,CUST-0717,Asia-Pacific,Enterprise License,2,1286.69,350.0
TRX-001385,2023-05-24,CUST-0720,North America,Consulting Service,2,168.13,105.0
TRX-001386,2023-05-22,CUST-0725,Europe,Basic Support,5,303.05,70.0
TRX-001387,2023-05-26,CUST-0726,Asia-Pacific,Consulting Service,6,191.76,105.0
TRX-001388,2023-05-25,CUST-0726,Asia-Pacific,Premium Maintenance,2,669.35,220.0
TRX-001389,2023-05-14,CUST-0727,Europe,Premium Maintenance,4,596.35,220.0
TRX-001390,2023-05-01,CUST-0730,Europe,Consulting Service,2,192.18,105.0
TRX-001391,2023-05-11,CUST-0744,Asia-Pacific,Premium Maintenance,2,651.75,220.0
TRX-001392,2023-05-19,CUST-0745,Latin America,Basic Support,7,294.85,70.0
TRX-001393,2023-05-31,CUST-0746,Europe,Basic Support,4,292.94,70.0
TRX-001394,2023-05-25,CUST-0746,Europe,Consulting Service,3,175.87,105.0
TRX-001395,2023-05-31,CUST-0747,Asia-Pacific,Basic Support,3,289.4,70.0
TRX-001396,2023-05-14,CUST-0747,Asia-Pacific,Premium Maintenance,7,589.3,220.0
TRX-001397,2023-05-20,CUST-0747,,Basic Support,5,313.81,70.0
TRX-001398,2023-05-05,CUST-0754,North America,Basic Support,2,308.85,70.0
TRX-001399,2023-05-07,CUST-0761,Latin America,Basic Support,1,315.35,70.0
TRX-001400,2023-05-04,CUST-0764,Asia-Pacific,Consulting Service,3,163.43,105.0
TRX-001401,2023-05-30,CUST-0765,Asia-Pacific,Enterprise License,7,1179.35,350.0
TRX-001402,2023-05-16,CUST-0765,Asia-Pacific,Enterprise License,3,1187.64,350.0
TRX-001403,2023-05-05,CUST-0768,Asia-Pacific,Consulting Service,3,183.95,105.0
TRX-001404,2023-05-01,CUST-0776,Europe,Premium Maintenance,4,683.99,220.0
TRX-001405,2023-05-12,CUST-0780,North America,Consulting Service,7,181.4,105.0
TRX-001406,2023-05-21,CUST-0780,North America,Enterprise License,4,1113.57,350.0
TRX-001407,2023-05-13,CUST-0781,Europe,Enterprise License,4,1174.25,350.0
TRX-001408,2023-05-07,CUST-0781,Europe,Premium Maintenance,1,651.11,220.0
TRX-001409,2023-05-04,CUST-0782,North America,Basic Support,2,296.22,70.0
TRX-001410,2023-05-14,CUST-0786,Europe,Consulting Service,7,191.42,105.0
TRX-001411,2023-05-07,CUST-0792,Europe,Premium Maintenance,1,626.19,220.0
TRX-001412,2023-05-26,CUST-0792,Europe,Enterprise License,5,1170.88,350.0
TRX-001413,2023-05-01,CUST-0793,Europe,Basic Support,2,304.56,70.0
TRX-001414,2023-05-02,CUST-0793,Europe,Consulting Service,1,187.65,105.0
TRX-001415,2023-05-30,CUST-0794,North America,Consulting Service,3,193.22,105.0
TRX-001416,2023-05-26,CUST-0795,Asia-Pacific,Enterprise License,4,1124.22,350.0
TRX-001417,2023-05-29,CUST-0799,Europe,Consulting Service,7,191.8,105.0
TRX-001418,2023-06-11,CUST-0003,Europe,Enterprise License,2,1294.08,350.0
TRX-001419,2023-06-10,CUST-0005,Europe,Premium Maintenance,6,603.77,220.0
TRX-001420,2023-06-06,CUST-0006,Asia-Pacific,Consulting Service,3,177.29,105.0
TRX-001421,2023-06-08,CUST-0007,Asia-Pacific,Premium Maintenance,5,623.26,220.0
TRX-001422,2023-06-27,CUST-0018,Latin America,Premium Maintenance,7,589.77,220.0
TRX-001423,2023-06-02,CUST-0018,Latin America,Consulting Service,7,181.08,105.0
TRX-001424,2023-06-05,CUST-0023,Asia-Pacific,Enterprise License,2,1118.74,350.0
TRX-001425,2023-06-01,CUST-0023,Asia-Pacific,Premium Maintenance,4,602.49,220.0
TRX-001426,2023-06-11,CUST-0026,Latin America,Basic Support,3,281.37,70.0
TRX-001427,2023-06-30,CUST-0026,Latin America,Enterprise License,3,1176.91,350.0
TRX-001428,2023-06-11,CUST-0027,North America,Enterprise License,2,1295.89,350.0
TRX-001429,2023-06-16,CUST-0028,Europe,Enterprise License,3,1098.06,350.0
TRX-001430,2023-06-22,CUST-0039,Europe,Consulting Service,4,163.64,105.0
TRX-001431,2023-06-14,CUST-0039,Europe,Consulting Service,1,167.56,105.0
TRX-001432,2023-06-18,CUST-0039,Europe,Premium Maintenance,7,644.16,220.0
TRX-001433,2023-06-08,CUST-0040,Asia-Pacific,Enterprise License,6,1279.37,350.0
TRX-001434,2023-06-03,CUST-0040,Asia-Pacific,Basic Support,6,283.98,70.0
TRX-001435,2023-06-29,CUST-0041,North America,Basic Support,2,308.97,70.0
TRX-001436,2023-06-28,CUST-0051,Europe,Enterprise License,1,1261.41,350.0
TRX-001437,2023-06-05,CUST-0051,Europe,Premium Maintenance,4,629.58,220.0
TRX-001438,2023-06-27,CUST-0052,Latin America,Basic Support,1,282.41,70.0
TRX-001439,2023-06-04,CUST-0060,Europe,Enterprise License,5,1283.97,350.0
TRX-001440,2023-06-18,CUST-0062,Europe,Basic Support,5,297.09,70.0
TRX-001441,2023-06-09,CUST-0062,Europe,Basic Support,5,318.51,70.0
TRX-001442,2023-06-11,CUST-0064,Latin America,Basic Support,4,302.75,70.0
TRX-001443,2023-06-13,CUST-0066,North America,Consulting Service,7,186.55,105.0
TRX-001444,2023-06-19,CUST-0069,Europe,Premium Maintenance,6,655.41,220.0
TRX-001445,2023-06-06,CUST-0069,Europe,Enterprise License,6,1183.47,350.0
TRX-001446,2023-06-01,CUST-0069,Europe,Consulting Service,7,162.11,105.0
TRX-001447,2023-06-23,CUST-0074,Europe,Basic Support,5,283.72,70.0
TRX-001448,2023-06-14,CUST-0074,Europe,Consulting Service,7,188.03,105.0
TRX-001449,2023-06-08,CUST-0081,Latin America,Premium Maintenance,3,616.28,220.0
TRX-001450,2023-06-01,CUST-0084,North America,Basic Support,7,276.18,70.0
TRX-001451,2023-06-22,CUST-0086,Europe,Premium Maintenance,5,597.36,220.0
TRX-001452,2023-06-04,CUST-0088,Latin America,Basic Support,4,270.55,70.0
TRX-001453,2023-06-16,CUST-0092,Asia-Pacific,Consulting Service,2,165.62,105.0
TRX-001454,2023-06-13,CUST-0094,Latin America,Consulting Service,7,189.59,105.0
TRX-001455,2023-06-25,CUST-0095,North America,Basic Support,2,284.76,70.0
TRX-001456,2023-06-01,CUST-0096,North America,Basic Support,7,319.13,70.0
TRX-001457,2023-06-07,CUST-0099,Asia-Pacific,Consulting Service,5,184.68,105.0
TRX-001458,2023-06-27,CUST-0118,Asia-Pacific,Basic Support,2,301.29,70.0
TRX-001459,2023-06-04,CUST-0119,Latin America,Consulting Service,3,184.76,105.0
TRX-001460,2023-06-01,CUST-0128,Latin America,Basic Support,5,314.19,70.0
TRX-001461,2023-06-19,CUST-0138,North America,Basic Support,1,275.4,70.0
TRX-001462,2023-06-28,CUST-0153,North America,Premium Maintenance,6,621.43,220.0
TRX-001463,2023-06-21,CUST-0154,Asia-Pacific,Basic Support,3,298.36,70.0
TRX-001464,2023-06-04,CUST-0154,Asia-Pacific,Basic Support,5,290.35,70.0
TRX-001465,2023-06-29,CUST-0154,,Premium Maintenance,2,677.2,220.0
TRX-001466,2023-06-27,CUST-0169,Europe,Basic Support,6,277.33,70.0
TRX-001467,2023-06-22,CUST-0171,Latin America,Basic Support,7,313.54,70.0
TRX-001468,2023-06-26,CUST-0174,Europe,Premium Maintenance,2,628.0,220.0
TRX-001469,2023-06-14,CUST-0181,,Consulting Service,1,184.13,105.0
TRX-001470,2023-06-27,CUST-0184,North America,Premium Maintenance,1,589.22,220.0
TRX-001471,2023-06-27,CUST-0185,,Enterprise License,1,1208.26,350.0
TRX-001472,2023-06-11,CUST-0186,,Consulting Service,6,192.53,105.0
TRX-001473,2023-06-15,CUST-0200,Latin America,Consulting Service,6,176.61,105.0
TRX-001474,2023-06-25,CUST-0202,North America,Premium Maintenance,1,638.38,220.0
TRX-001475,2023-06-15,CUST-0202,North America,Consulting Service,1,173.11,105.0
TRX-001476,2023-06-09,CUST-0207,Asia-Pacific,Basic Support,5,282.64,70.0
TRX-001477,2023-06-30,CUST-0207,Asia-Pacific,Consulting Service,3,165.97,105.0
TRX-001478,2023-06-06,CUST-0208,Europe,Consulting Service,5,179.22,105.0
TRX-001479,2023-06-05,CUST-0211,Asia-Pacific,Enterprise License,7,1264.97,350.0
TRX-001480,2023-06-19,CUST-0212,Europe,Enterprise License,5,1261.26,350.0
TRX-001481,2023-06-19,CUST-0213,Asia-Pacific,Basic Support,6,294.27,70.0
TRX-001482,2023-06-12,CUST-0213,Asia-Pacific,Consulting Service,3,174.28,105.0
TRX-001483,2023-06-10,CUST-0218,Europe,Consulting Service,1,174.62,105.0
TRX-001484,2023-06-20,CUST-0240,North America,Premium Maintenance,6,652.62,220.0
TRX-001485,2023-06-14,CUST-0241,Latin America,Premium Maintenance,1,678.14,220.0
TRX-001486,2023-06-07,CUST-0245,North America,Enterprise License,6,1208.92,350.0
TRX-001487,2023-06-10,CUST-0245,North America,Consulting Service,1,181.39,105.0
TRX-001488,2023-06-23,CUST-0245,North America,Consulting Service,1,163.96,105.0
TRX-001489,2023-06-03,CUST-0246,Europe,Enterprise License,4,1211.95,350.0
TRX-001490,2023-06-14,CUST-0250,North America,Basic Support,2,270.91,70.0
TRX-001491,2023-06-26,CUST-0256,Asia-Pacific,Premium Maintenance,1,636.29,220.0
TRX-001492,2023-06-24,CUST-0256,Asia-Pacific,Consulting Service,2,190.68,105.0
TRX-001493,2023-06-02,CUST-0257,Europe,Premium Maintenance,5,654.16,220.0
TRX-001494,2023-06-10,CUST-0259,Latin America,Basic Support,1,304.72,70.0
TRX-001495,2023-06-25,CUST-0266,Latin America,Consulting Service,1,174.7,105.0
TRX-001496,2023-06-14,CUST-0270,Europe,Premium Maintenance,1,699.32,220.0
TRX-001497,2023-06-12,CUST-0272,Asia-Pacific,Premium Maintenance,2,649.11,220.0
TRX-001498,2023-06-12,CUST-0275,Europe,Consulting Service,5,174.45,105.0
TRX-001499,2023-06-18,CUST-0275,Europe,Basic Support,5,273.29,70.0
TRX-001500,2023-06-22,CUST-0278,North America,Consulting Service,6,185.3,105.0
TRX-001501,2023-06-03,CUST-0296,Europe,Consulting Service,6,172.6,105.0
TRX-001502,2023-06-18,CUST-0296,Europe,Basic Support,2,304.12,70.0
TRX-001503,2023-06-06,CUST-0301,Asia-Pacific,Premium Maintenance,7,650.02,220.0
TRX-001504,2023-06-10,CUST-0301,Asia-Pacific,Enterprise License,5,1167.97,350.0
TRX-001505,2023-06-09,CUST-0303,Latin America,Consulting Service,6,190.67,105.0
TRX-001506,2023-06-26,CUST-0306,North America,Premium Maintenance,6,634.65,220.0
TRX-001507,2023-06-04,CUST-0310,Asia-Pacific,Consulting Service,1,172.95,105.0
TRX-001508,2023-06-18,CUST-0311,Europe,Enterprise License,2,1216.98,350.0
TRX-001509,2023-06-30,CUST-0313,North America,Premium Maintenance,7,662.01,220.0
TRX-001510,2023-06-12,CUST-0314,Europe,Enterprise License,4,1204.06,350.0
TRX-001511,2023-06-03,CUST-0315,Asia-Pacific,Premium Maintenance,6,657.54,220.0
TRX-001512,2023-06-24,CUST-0316,Asia-Pacific,Basic Support,7,283.9,70.0
TRX-001513,2023-06-08,CUST-0319,Latin America,Enterprise License,5,1092.08,350.0
TRX-001514,2023-06-16,CUST-0320,Latin America,Premium Maintenance,7,667.15,220.0
TRX-001515,2023-06-22,CUST-0320,Latin America,Enterprise License,2,1153.28,350.0
TRX-001516,2023-06-19,CUST-0320,Latin America,Basic Support,2,274.31,70.0
TRX-001517,2023-06-11,CUST-0323,Asia-Pacific,Enterprise License,7,1285.96,350.0
TRX-001518,2023-06-10,CUST-0340,Asia-Pacific,Basic Support,1,292.02,70.0
TRX-001519,2023-06-18,CUST-0341,Latin America,Enterprise License,2,1150.86,350.0
TRX-001520,2023-06-12,CUST-0342,Europe,Enterprise License,1,1275.64,350.0
TRX-001521,2023-06-09,CUST-0347,Europe,Basic Support,4,289.14,70.0
TRX-001522,2023-06-16,CUST-0349,Europe,Basic Support,5,300.43,70.0
TRX-001523,2023-06-05,CUST-0352,Europe,Consulting Service,2,173.34,105.0
TRX-001524,2023-06-22,CUST-0353,Latin America,Enterprise License,5,1150.9,350.0
TRX-001525,2023-06-15,CUST-0360,Latin America,Enterprise License,3,1220.87,350.0
TRX-001526,2023-06-27,CUST-0364,Asia-Pacific,Premium Maintenance,3,696.97,220.0
TRX-001527,2023-06-08,CUST-0364,Asia-Pacific,Basic Support,4,302.87,70.0
TRX-001528,2023-06-10,CUST-0368,Asia-Pacific,Consulting Service,6,164.07,105.0
TRX-001529,2023-06-04,CUST-0373,North America,Enterprise License,5,1280.08,350.0
TRX-001530,2023-06-29,CUST-0376,,Basic Support,6,289.44,70.0
TRX-001531,2023-06-10,CUST-0395,Asia-Pacific,Premium Maintenance,5,640.89,220.0
TRX-001532,2023-06-25,CUST-0395,Asia-Pacific,Premium Maintenance,6,672.21,220.0
TRX-001533,2023-06-08,CUST-0400,Asia-Pacific,Consulting Service,5,186.21,105.0
TRX-001534,2023-06-20,CUST-0400,Asia-Pacific,Basic Support,1,309.95,70.0
TRX-001535,2023-06-28,CUST-0400,Asia-Pacific,Basic Support,3,317.83,70.0
TRX-001536,2023-06-19,CUST-0412,North America,Consulting Service,6,181.26,105.0
TRX-001537,2023-06-17,CUST-0414,Asia-Pacific,Consulting Service,3,178.48,105.0
TRX-001538,2023-06-06,CUST-0414,Asia-Pacific,Enterprise License,4,1136.27,350.0
TRX-001539,2023-06-30,CUST-0419,Latin America,Enterprise License,3,1132.16,350.0
TRX-001540,2023-06-21,CUST-0420,Asia-Pacific,Consulting Service,1,182.86,105.0
TRX-001541,2023-06-17,CUST-0427,Asia-Pacific,Premium Maintenance,7,592.94,220.0
TRX-001542,2023-06-29,CUST-0427,Asia-Pacific,Consulting Service,4,184.95,105.0
TRX-001543,2023-06-24,CUST-0429,Europe,Basic Support,6,290.66,70.0
TRX-001544,2023-06-26,CUST-0433,Latin America,Basic Support,7,308.63,70.0
TRX-001545,2023-06-18,CUST-0433,Latin America,Premium Maintenance,3,698.15,220.0
TRX-001546,2023-06-22,CUST-0438,North America,Consulting Service,2,177.46,105.0
TRX-001547,2023-06-11,CUST-0443,Europe,Enterprise License,3,1276.37,350.0
TRX-001548,2023-06-18,CUST-0449,Europe,Premium Maintenance,5,631.33,220.0
TRX-001549,2023-06-17,CUST-0453,North America,Enterprise License,4,1117.41,350.0
TRX-001550,2023-06-24,CUST-0456,Asia-Pacific,Basic Support,5,289.52,70.0
TRX-001551,2023-06-17,CUST-0462,North America,Consulting Service,5,162.88,105.0
TRX-001552,2023-06-23,CUST-0462,North America,Premium Maintenance,6,608.02,220.0
TRX-001553,2023-06-22,CUST-0462,North America,Enterprise License,1,1289.26,350.0
TRX-001554,2023-06-23,CUST-0469,Latin America,Consulting Service,7,172.27,105.0
TRX-001555,2023-06-02,CUST-0472,Asia-Pacific,Premium Maintenance,4,585.61,220.0
TRX-001556,2023-06-08,CUST-0476,North America,Enterprise License,2,1275.9,350.0
TRX-001557,2023-06-26,CUST-0479,Asia-Pacific,Enterprise License,4,1238.75,350.0
TRX-001558,2023-06-16,CUST-0479,Asia-Pacific,Consulting Service,6,189.99,105.0
TRX-001559,2023-06-06,CUST-0483,North America,Premium Maintenance,4,655.04,220.0
TRX-001560,2023-06-27,CUST-0483,North America,Enterprise License,6,1178.16,350.0
TRX-001561,2023-06-01,CUST-0484,Latin America,Consulting Service,4,179.12,105.0
TRX-001562,2023-06-01,CUST-0485,North America,Basic Support,6,308.78,70.0
TRX-001563,2023-06-16,CUST-0485,North America,Enterprise License,3,1288.99,350.0
TRX-001564,2023-06-01,CUST-0485,North America,Basic Support,1,271.45,70.0
TRX-001565,2023-06-30,CUST-0487,Asia-Pacific,Basic Support,7,288.21,70.0
TRX-001566,2023-06-07,CUST-0487,Asia-Pacific,Consulting Service,4,165.25,105.0
TRX-001567,2023-06-18,CUST-0487,Asia-Pacific,Consulting Service,5,170.13,105.0
TRX-001568,2023-06-01,CUST-0489,Asia-Pacific,Premium Maintenance,2,611.79,220.0
TRX-001569,2023-06-16,CUST-0489,Asia-Pacific,Enterprise License,2,1106.76,350.0
TRX-001570,2023-06-08,CUST-0491,North America,Enterprise License,7,1239.52,350.0
TRX-001571,2023-06-13,CUST-0493,North America,Basic Support,1,280.66,70.0
TRX-001572,2023-06-07,CUST-0493,North America,Consulting Service,7,193.17,105.0
TRX-001573,2023-06-10,CUST-0500,Latin America,Consulting Service,4,178.52,105.0
TRX-001574,2023-06-07,CUST-0502,Europe,Consulting Service,7,173.96,105.0
TRX-001575,2023-06-03,CUST-0502,Europe,Consulting Service,3,166.05,105.0
TRX-001576,2023-06-26,CUST-0502,Europe,Consulting Service,7,166.55,105.0
TRX-001577,2023-06-06,CUST-0514,Asia-Pacific,Consulting Service,1,162.4,105.0
TRX-001578,2023-06-12,CUST-0516,Europe,Consulting Service,7,188.25,105.0
TRX-001579,2023-06-13,CUST-0532,Asia-Pacific,Consulting Service,1,184.93,105.0
TRX-001580,2023-06-19,CUST-0532,Asia-Pacific,Basic Support,3,281.72,70.0
TRX-001581,2023-06-16,CUST-0532,Asia-Pacific,Consulting Service,3,187.81,105.0
TRX-001582,2023-06-30,CUST-0537,Europe,Consulting Service,2,165.74,105.0
TRX-001583,2023-06-26,CUST-0540,Latin America,Consulting Service,7,187.76,105.0
TRX-001584,2023-06-22,CUST-0540,Latin America,Enterprise License,6,1216.64,350.0
TRX-001585,2023-06-30,CUST-0541,North America,Consulting Service,3,167.87,105.0
TRX-001586,2023-06-15,CUST-0541,North America,Consulting Service,4,180.59,105.0
TRX-001587,2023-06-21,CUST-0542,Latin America,Premium Maintenance,5,615.83,220.0
TRX-001588,2023-06-03,CUST-0542,Latin America,Consulting Service,2,172.87,105.0
TRX-001589,2023-06-25,CUST-0546,Latin America,Consulting Service,5,170.3,105.0
TRX-001590,2023-06-29,CUST-0547,Latin America,Consulting Service,5,163.45,105.0
TRX-001591,2023-06-28,CUST-0549,North America,Consulting Service,7,166.77,105.0
TRX-001592,2023-06-24,CUST-0550,Asia-Pacific,Basic Support,6,298.69,70.0
TRX-001593,2023-06-27,CUST-0551,Asia-Pacific,Consulting Service,2,184.36,105.0
TRX-001594,2023-06-20,CUST-0551,Asia-Pacific,Consulting Service,5,174.93,105.0
TRX-001595,2023-06-27,CUST-0553,North America,Basic Support,7,285.71,70.0
TRX-001596,2023-06-25,CUST-0553,North America,Premium Maintenance,4,622.1,220.0
TRX-001597,2023-06-26,CUST-0553,North America,Premium Maintenance,7,620.64,220.0
TRX-001598,2023-06-04,CUST-0558,Europe,Premium Maintenance,1,634.41,220.0
TRX-001599,2023-06-05,CUST-0566,Europe,Basic Support,2,282.57,70.0
TRX-001600,2023-06-13,CUST-0567,Asia-Pacific,Basic Support,2,308.5,70.0
TRX-001601,2023-06-26,CUST-0568,Latin America,Premium Maintenance,2,669.7,220.0
TRX-001602,2023-06-22,CUST-0569,Europe,Consulting Service,2,181.47,105.0
TRX-001603,2023-06-01,CUST-0569,Europe,Basic Support,7,309.67,70.0
TRX-001604,2023-06-12,CUST-0573,Latin America,Premium Maintenance,6,672.08,220.0
TRX-001605,2023-06-30,CUST-0578,Europe,Enterprise License,5,1115.74,350.0
TRX-001606,2023-06-14,CUST-0578,Europe,Consulting Service,3,180.49,105.0
TRX-001607,2023-06-02,CUST-0578,Europe,Premium Maintenance,3,694.01,220.0
