Transaction_ID,Date,Customer_ID,Region,Product,Quantity,Unit_Price,Unit_Cost,Revenue,Cost,Profit,Month
TRX-000802,2023-03-07,CUST-0567,North America,Consulting Service,3,189.13,105.0,567.39,315.0,252.39,2023-03
TRX-000814,2023-03-07,CUST-0592,Latin America,Basic Support,3,282.19,70.0,846.5699999999999,210.0,636.5699999999999,2023-03
TRX-000822,2023-03-07,CUST-0610,North America,Enterprise License,4,1253.78,350.0,5015.12,1400.0,3615.12,2023-03
TRX-000853,2023-03-07,CUST-0720,North America,Enterprise License,2,1234.88,350.0,2469.76,700.0,1769.7600000000002,2023-03
TRX-000859,2023-03-07,CUST-0744,Europe,Premium Maintenance,3,644.97,220.0,1934.91,660.0,1274.91,2023-03
TRX-000869,2023-03-07,CUST-0765,Europe,Consulting Service,4,172.12,105.0,688.48,420.0,268.48,2023-03
TRX-000872,2023-03-07,CUST-0772,Asia-Pacific,Enterprise License,1,1201.84,350.0,1201.84,350.0,851.8399999999999,2023-03
TRX-000653,2023-03-08,CUST-0200,North America,Consulting Service,1,193.93,105.0,193.93,105.0,88.93,2023-03
TRX-000661,2023-03-08,CUST-0211,Asia-Pacific,Enterprise License,3,1270.69,350.0,3812.07,1050.0,2762.07,2023-03
TRX-000666,2023-03-08,CUST-0218,North America,Enterprise License,5,1104.6,350.0,5523.0,1750.0,3773.0,2023-03
TRX-000690,2023-03-08,CUST-0280,Latin America,Basic Support,1,307.29,70.0,307.29,70.0,237.29000000000002,2023-03
TRX-000698,2023-03-08,CUST-0301,Asia-Pacific,Enterprise License,4,1085.8,350.0,4343.2,1400.0,2943.2,2023-03
TRX-000699,2023-03-08,CUST-0303,North America,Basic Support,4,290.95,70.0,1163.8,280.0,883.8,2023-03
TRX-000813,2023-03-08,CUST-0592,Latin America,Enterprise License,2,1110.93,350.0,2221.86,700.0,1521.8600000000001,2023-03
TRX-000593,2023-03-09,CUST-0006,Europe,Premium Maintenance,5,664.46,220.0,3322.3,1100.0,2222.3,2023-03
TRX-000598,2023-03-09,CUST-0023,Asia-Pacific,Consulting Service,5,174.04,105.0,870.1999999999999,525.0,345.19999999999993,2023-03
TRX-000620,2023-03-09,CUST-0096,Europe,Premium Maintenance,5,589.03,220.0,2945.1499999999996,1100.0,1845.1499999999996,2023-03
TRX-000635,2023-03-09,CUST-0125,Asia-Pacific,Premium Maintenance,7,652.14,220.0,4564.98,1540.0,3024.9799999999996,2023-03
TRX-000644,2023-03-09,CUST-0174,Asia-Pacific,Basic Support,6,283.22,70.0,1699.3200000000002,420.0,1279.3200000000002,2023-03
TRX-000745,2023-03-09,CUST-0419,Latin America,Consulting Service,5,173.22,105.0,866.1,525.0,341.1,2023-03
TRX-000797,2023-03-09,CUST-0553,Europe,Premium Maintenance,3,649.72,220.0,1949.16,660.0,1289.16,2023-03
TRX-000809,2023-03-09,CUST-0582,North America,Premium Maintenance,1,595.16,220.0,595.16,220.0,375.15999999999997,2023-03
TRX-000818,2023-03-09,CUST-0600,Latin America,Enterprise License,2,1177.4,350.0,2354.8,700.0,1654.8000000000002,2023-03
TRX-000876,2023-03-09,CUST-0781,Asia-Pacific,Consulting Service,6,172.62,105.0,1035.72,630.0,405.72,2023-03
TRX-000878,2023-03-09,CUST-0792,Europe,Consulting Service,5,176.25,105.0,881.25,525.0,356.25,2023-03
TRX-000605,2023-03-10,CUST-0050,Europe,Enterprise License,3,1102.52,350.0,3307.56,1050.0,2257.56,2023-03
TRX-000616,2023-03-10,CUST-0092,Europe,Consulting Service,7,183.02,105.0,1281.14,735.0,546.1400000000001,2023-03
TRX-000739,2023-03-10,CUST-0400,Asia-Pacific,Premium Maintenance,2,645.93,220.0,1291.86,440.0,851.8599999999999,2023-03
TRX-000780,2023-03-10,CUST-0527,Latin America,Enterprise License,5,1187.65,350.0,5938.25,1750.0,4188.25,2023-03
TRX-000801,2023-03-10,CUST-0561,Asia-Pacific,Enterprise License,6,1290.24,350.0,7741.4400000000005,2100.0,5641.4400000000005,2023-03
TRX-000804,2023-03-10,CUST-0568,Europe,Consulting Service,1,174.54,105.0,174.54,105.0,69.53999999999999,2023-03
TRX-000810,2023-03-10,CUST-0586,Asia-Pacific,Premium Maintenance,7,688.29,220.0,4818.03,1540.0,3278.0299999999997,2023-03
TRX-000826,2023-03-10,CUST-0613,North America,Premium Maintenance,7,609.59,220.0,4267.13,1540.0,2727.13,2023-03
TRX-000833,2023-03-10,CUST-0629,Europe,Consulting Service,2,180.52,105.0,361.04,210.0,151.04000000000002,2023-03
TRX-000858,2023-03-10,CUST-0730,Europe,Consulting Service,2,164.86,105.0,329.72,210.0,119.72000000000003,2023-03
TRX-000619,2023-03-11,CUST-0094,Asia-Pacific,Basic Support,2,294.64,70.0,589.28,140.0,449.28,2023-03
TRX-000629,2023-03-11,CUST-0117,North America,Enterprise License,1,1252.44,350.0,1252.44,350.0,902.44,2023-03
TRX-000632,2023-03-11,CUST-0123,Asia-Pacific,Enterprise License,2,1082.55,350.0,2165.1,700.0,1465.1,2023-03
TRX-000693,2023-03-11,CUST-0287,Asia-Pacific,Premium Maintenance,1,664.33,220.0,664.33,220.0,444.33000000000004,2023-03
TRX-000713,2023-03-11,CUST-0340,North America,Consulting Service,5,187.98,105.0,939.9,525.0,414.9,2023-03
TRX-000762,2023-03-11,CUST-0472,Latin America,Consulting Service,1,183.35,105.0,183.35,105.0,78.35,2023-03
TRX-000763,2023-03-11,CUST-0472,Latin America,Consulting Service,4,167.0,105.0,668.0,420.0,248.0,2023-03
TRX-000773,2023-03-11,CUST-0490,Latin America,Consulting Service,1,187.58,105.0,187.58,105.0,82.58000000000001,2023-03
TRX-000794,2023-03-11,CUST-0547,Latin America,Enterprise License,7,1145.57,350.0,8018.99,2450.0,5568.99,2023-03
TRX-000825,2023-03-11,CUST-0612,Asia-Pacific,Consulting Service,2,174.61,105.0,349.22,210.0,139.22000000000003,2023-03
TRX-000830,2023-03-11,CUST-0622,Europe,Enterprise License,2,1170.68,350.0,2341.36,700.0,1641.3600000000001,2023-03
TRX-000856,2023-03-11,CUST-0727,Latin America,Consulting Service,2,170.48,105.0,340.96,210.0,130.95999999999998,2023-03
TRX-000600,2023-03-12,CUST-0026,North America,Enterprise License,5,1125.24,350.0,5626.2,1750.0,3876.2,2023-03
TRX-000652,2023-03-12,CUST-0192,Latin America,Basic Support,3,312.65,70.0,937.9499999999999,210.0,727.9499999999999,2023-03
TRX-000675,2023-03-12,CUST-0245,Europe,Consulting Service,5,170.27,105.0,851.35,525.0,326.35,2023-03
TRX-000711,2023-03-12,CUST-0325,Latin America,Enterprise License,5,1149.57,350.0,5747.849999999999,1750.0,3997.8499999999995,2023-03
TRX-000738,2023-03-12,CUST-0395,North America,Consulting Service,3,173.38,105.0,520.14,315.0,205.14,2023-03
TRX-000740,2023-03-12,CUST-0400,Asia-Pacific,Consulting Service,2,188.63,105.0,377.26,210.0,167.26,2023-03
TRX-000748,2023-03-12,CUST-0433,Latin America,Premium Maintenance,4,604.09,220.0,2416.36,880.0,1536.3600000000001,2023-03
TRX-000776,2023-03-12,CUST-0504,Latin America,Basic Support,4,292.11,70.0,1168.44,280.0,888.44,2023-03
TRX-000791,2023-03-12,CUST-0541,Asia-Pacific,Enterprise License,6,1113.16,350.0,6678.960000000001,2100.0,4578.960000000001,2023-03
TRX-000844,2023-03-12,CUST-0707,Latin America,Premium Maintenance,6,682.39,220.0,4094.34,1320.0,2774.34,2023-03
TRX-000860,2023-03-12,CUST-0745,Europe,Basic Support,7,320.75,70.0,2245.25,490.0,1755.25,2023-03
TRX-000861,2023-03-12,CUST-0746,Asia-Pacific,Premium Maintenance,4,677.71,220.0,2710.84,880.0,1830.8400000000001,2023-03
TRX-000864,2023-03-12,CUST-0751,Latin America,Premium Maintenance,4,611.46,220.0,2445.84,880.0,1565.8400000000001,2023-03
TRX-000602,2023-03-13,CUST-0039,Europe,Consulting Service,3,188.41,105.0,565.23,315.0,250.23000000000002,2023-03
TRX-000606,2023-03-13,CUST-0051,Europe,Premium Maintenance,3,650.16,220.0,1950.48,660.0,1290.48,2023-03
TRX-000649,2023-03-13,CUST-0184,Asia-Pacific,Consulting Service,3,169.6,105.0,508.79999999999995,315.0,193.79999999999995,2023-03
TRX-000662,2023-03-13,CUST-0213,Europe,Premium Maintenance,2,606.29,220.0,1212.58,440.0,772.5799999999999,2023-03
TRX-000736,2023-03-13,CUST-0392,North America,Premium Maintenance,7,684.31,220.0,4790.17,1540.0,3250.17,2023-03
TRX-000753,2023-03-13,CUST-0453,North America,Consulting Service,5,166.48,105.0,832.4,525.0,307.4,2023-03
TRX-000806,2023-03-13,CUST-0578,Latin America,Basic Support,3,309.01,70.0,927.03,210.0,717.03,2023-03
TRX-000821,2023-03-13,CUST-0608,Latin America,Premium Maintenance,3,653.92,220.0,1961.7599999999998,660.0,1301.7599999999998,2023-03
TRX-000599,2023-03-14,CUST-0026,North America,Consulting Service,6,176.2,105.0,1057.1999999999998,630.0,427.1999999999998,2023-03
TRX-000674,2023-03-14,CUST-0241,North America,Consulting Service,2,182.94,105.0,365.88,210.0,155.88,2023-03
TRX-000709,2023-03-14,CUST-0319,Asia-Pacific,Enterprise License,1,1104.22,350.0,1104.22,350.0,754.22,2023-03
TRX-000764,2023-03-14,CUST-0476,Latin America,Premium Maintenance,6,693.14,220.0,4158.84,1320.0,2838.84,2023-03
TRX-000765,2023-03-14,CUST-0478,North America,Basic Support,2,323.17,70.0,646.34,140.0,506.34000000000003,2023-03
TRX-000766,2023-03-14,CUST-0479,North America,Basic Support,3,287.75,70.0,863.25,210.0,653.25,2023-03
TRX-000808,2023-03-14,CUST-0581,Asia-Pacific,Premium Maintenance,6,619.23,220.0,3715.38,1320.0,2395.38,2023-03
TRX-000811,2023-03-14,CUST-0586,Asia-Pacific,Enterprise License,2,1141.96,350.0,2283.92,700.0,1583.92,2023-03
TRX-000816,2023-03-14,CUST-0595,Latin America,Basic Support,3,307.5,70.0,922.5,210.0,712.5,2023-03
TRX-000838,2023-03-14,CUST-0663,Asia-Pacific,Premium Maintenance,5,620.03,220.0,3100.1499999999996,1100.0,2000.1499999999996,2023-03
TRX-000842,2023-03-14,CUST-0699,Europe,Premium Maintenance,6,670.9,220.0,4025.3999999999996,1320.0,2705.3999999999996,2023-03
TRX-000873,2023-03-14,CUST-0772,Asia-Pacific,Basic Support,7,291.07,70.0,2037.49,490.0,1547.49,2023-03
TRX-000882,2023-03-14,CUST-0799,North America,Basic Support,7,285.0,70.0,1995.0,490.0,1505.0,2023-03
TRX-000623,2023-03-15,CUST-0098,Asia-Pacific,Basic Support,3,301.76,70.0,905.28,210.0,695.28,2023-03
TRX-000668,2023-03-15,CUST-0222,Latin America,Consulting Service,6,179.72,105.0,1078.32,630.0,448.31999999999994,2023-03
TRX-000730,2023-03-15,CUST-0382,Europe,Enterprise License,5,1085.51,350.0,5427.55,1750.0,3677.55,2023-03
TRX-000750,2023-03-15,CUST-0443,North America,Consulting Service,7,190.07,105.0,1330.49,735.0,595.49,2023-03
TRX-000829,2023-03-15,CUST-0620,North America,Enterprise License,7,1276.2,350.0,8933.4,2450.0,6483.4,2023-03
TRX-000877,2023-03-15,CUST-0786,Latin America,Basic Support,6,303.53,70.0,1821.1799999999998,420.0,1401.1799999999998,2023-03
TRX-000718,2023-03-16,CUST-0349,North America,Consulting Service,2,169.39,105.0,338.78,210.0,128.77999999999997,2023-03
TRX-000800,2023-03-16,CUST-0561,Asia-Pacific,Basic Support,7,318.84,70.0,2231.8799999999997,490.0,1741.8799999999997,2023-03
TRX-000835,2023-03-16,CUST-0642,North America,Basic Support,6,279.96,70.0,1679.7599999999998,420.0,1259.7599999999998,2023-03
TRX-000846,2023-03-16,CUST-0710,Latin America,Basic Support,2,315.96,70.0,631.92,140.0,491.91999999999996,2023-03
TRX-000855,2023-03-16,CUST-0725,Latin America,Basic Support,2,294.34,70.0,588.68,140.0,448.67999999999995,2023-03
TRX-000609,2023-03-17,CUST-0064,Europe,Consulting Service,1,162.03,105.0,162.03,105.0,57.03,2023-03
TRX-000706,2023-03-17,CUST-0313,North America,Consulting Service,6,170.89,105.0,1025.34,630.0,395.3399999999999,2023-03
TRX-000749,2023-03-17,CUST-0438,Asia-Pacific,Enterprise License,4,1277.73,350.0,5110.92,1400.0,3710.92,2023-03
TRX-000789,2023-03-17,CUST-0540,Asia-Pacific,Basic Support,6,316.88,70.0,1901.28,420.0,1481.28,2023-03
TRX-000798,2023-03-17,CUST-0553,Europe,Enterprise License,1,1143.17,350.0,1143.17,350.0,793.1700000000001,2023-03
TRX-000815,2023-03-17,CUST-0592,Unknown,Basic Support,5,287.69,70.0,1438.45,350.0,1088.45,2023-03
TRX-000875,2023-03-17,CUST-0775,Latin America,Enterprise License,4,1086.71,350.0,4346.84,1400.0,2946.84,2023-03
TRX-000610,2023-03-18,CUST-0069,North America,Consulting Service,4,172.66,105.0,690.64,420.0,270.64,2023-03
TRX-000682,2023-03-18,CUST-0259,Asia-Pacific,Premium Maintenance,1,683.64,220.0,683.64,220.0,463.64,2023-03
TRX-000716,2023-03-18,CUST-0346,North America,Consulting Service,1,163.39,105.0,163.39,105.0,58.389999999999986,2023-03
TRX-000744,2023-03-18,CUST-0414,Asia-Pacific,Basic Support,5,295.95,70.0,1479.75,350.0,1129.75,2023-03
TRX-000751,2023-03-18,CUST-0443,North America,Basic Support,4,280.94,70.0,1123.76,280.0,843.76,2023-03
TRX-000819,2023-03-18,CUST-0603,Latin America,Consulting Service,2,190.68,105.0,381.36,210.0,171.36,2023-03
TRX-000634,2023-03-19,CUST-0124,North America,Basic Support,7,283.89,70.0,1987.23,490.0,1497.23,2023-03
TRX-000705,2023-03-19,CUST-0312,Latin America,Basic Support,1,289.16,70.0,289.16,70.0,219.16000000000003,2023-03
TRX-000720,2023-03-19,CUST-0352,Europe,Consulting Service,5,182.79,105.0,913.9499999999999,525.0,388.94999999999993,2023-03
TRX-000746,2023-03-19,CUST-0421,North America,Consulting Service,5,172.7,105.0,863.5,525.0,338.5,2023-03
TRX-000788,2023-03-19,CUST-0537,Europe,Premium Maintenance,1,605.14,220.0,605.14,220.0,385.14,2023-03
TRX-000793,2023-03-19,CUST-0546,Asia-Pacific,Basic Support,2,312.95,70.0,625.9,140.0,485.9,2023-03
TRX-000837,2023-03-19,CUST-0652,Europe,Enterprise License,6,1099.93,350.0,6599.58,2100.0,4499.58,2023-03
TRX-000607,2023-03-20,CUST-0052,Latin America,Premium Maintenance,1,638.56,220.0,638.56,220.0,418.55999999999995,2023-03
TRX-000614,2023-03-20,CUST-0088,Latin America,Premium Maintenance,1,634.15,220.0,634.15,220.0,414.15,2023-03
TRX-000659,2023-03-20,CUST-0208,Europe,Basic Support,4,296.76,70.0,1187.04,280.0,907.04,2023-03
TRX-000673,2023-03-20,CUST-0241,North America,Consulting Service,5,183.9,105.0,919.5,525.0,394.5,2023-03
TRX-000725,2023-03-20,CUST-0368,North America,Consulting Service,6,173.43,105.0,1040.58,630.0,410.5799999999999,2023-03
TRX-000732,2023-03-20,CUST-0386,Latin America,Premium Maintenance,4,619.15,220.0,2476.6,880.0,1596.6,2023-03
TRX-000784,2023-03-20,CUST-0531,Asia-Pacific,Basic Support,1,308.78,70.0,308.78,70.0,238.77999999999997,2023-03
TRX-000636,2023-03-21,CUST-0128,North America,Enterprise License,2,1107.69,350.0,2215.38,700.0,1515.38,2023-03
TRX-000676,2023-03-21,CUST-0245,Europe,Basic Support,4,294.37,70.0,1177.48,280.0,897.48,2023-03
TRX-000692,2023-03-21,CUST-0287,Asia-Pacific,Basic Support,4,308.38,70.0,1233.52,280.0,953.52,2023-03
TRX-000708,2023-03-21,CUST-0315,Europe,Premium Maintenance,3,607.8,220.0,1823.3999999999999,660.0,1163.3999999999999,2023-03
TRX-000824,2023-03-21,CUST-0612,Asia-Pacific,Enterprise License,6,1091.19,350.0,6547.14,2100.0,4447.14,2023-03
TRX-000828,2023-03-21,CUST-0616,Asia-Pacific,Enterprise License,7,1170.08,350.0,8190.5599999999995,2450.0,5740.5599999999995,2023-03
TRX-000849,2023-03-21,CUST-0713,North America,Premium Maintenance,5,652.1,220.0,3260.5,1100.0,2160.5,2023-03
TRX-000880,2023-03-21,CUST-0795,Asia-Pacific,Basic Support,1,302.84,70.0,302.84,70.0,232.83999999999997,2023-03
TRX-000672,2023-03-22,CUST-0241,North America,Enterprise License,6,1287.23,350.0,7723.38,2100.0,5623.38,2023-03
TRX-000679,2023-03-22,CUST-0254,Latin America,Consulting Service,2,168.17,105.0,336.34,210.0,126.33999999999997,2023-03
TRX-000681,2023-03-22,CUST-0257,North America,Premium Maintenance,1,596.5,220.0,596.5,220.0,376.5,2023-03
TRX-000786,2023-03-22,CUST-0537,Europe,Basic Support,2,323.35,70.0,646.7,140.0,506.70000000000005,2023-03
TRX-000862,2023-03-22,CUST-0746,Asia-Pacific,Consulting Service,6,164.54,105.0,987.24,630.0,357.24,2023-03
TRX-000866,2023-03-22,CUST-0753,North America,Basic Support,5,281.96,70.0,1409.8,350.0,1059.8,2023-03
TRX-000874,2023-03-22,CUST-0773,Europe,Enterprise License,5,1261.64,350.0,6308.200000000001,1750.0,4558.200000000001,2023-03
TRX-000596,2023-03-23,CUST-0007,North America,Basic Support,7,281.99,70.0,1973.93,490.0,1483.93,2023-03
TRX-000601,2023-03-23,CUST-0028,Asia-Pacific,Enterprise License,3,1245.78,350.0,3737.34,1050.0,2687.34,2023-03
TRX-000639,2023-03-23,CUST-0137,Asia-Pacific,Consulting Service,5,165.22,105.0,826.1,525.0,301.1,2023-03
TRX-000680,2023-03-23,CUST-0256,Europe,Enterprise License,7,1228.8,350.0,8601.6,2450.0,6151.6,2023-03
TRX-000685,2023-03-23,CUST-0270,Latin America,Enterprise License,2,1233.73,350.0,2467.46,700.0,1767.46,2023-03
TRX-000729,2023-03-23,CUST-0382,Europe,Enterprise License,7,1090.23,350.0,7631.610000000001,2450.0,5181.610000000001,2023-03
TRX-000823,2023-03-23,CUST-0610,North America,Basic Support,1,284.93,70.0,284.93,70.0,214.93,2023-03
TRX-000881,2023-03-23,CUST-0798,Latin America,Consulting Service,4,184.86,105.0,739.44,420.0,319.44000000000005,2023-03
TRX-000604,2023-03-24,CUST-0040,Europe,Enterprise License,7,1178.91,350.0,8252.37,2450.0,5802.370000000001,2023-03
TRX-000628,2023-03-24,CUST-0117,North America,Enterprise License,3,1141.26,350.0,3423.7799999999997,1050.0,2373.7799999999997,2023-03
TRX-000643,2023-03-24,CUST-0172,North America,Enterprise License,1,1291.52,350.0,1291.52,350.0,941.52,2023-03
TRX-000647,2023-03-24,CUST-0181,Europe,Consulting Service,4,184.62,105.0,738.48,420.0,318.48,2023-03
TRX-000648,2023-03-24,CUST-0181,Europe,Consulting Service,7,184.97,105.0,1294.79,735.0,559.79,2023-03
TRX-000677,2023-03-24,CUST-0245,Europe,Basic Support,5,278.61,70.0,1393.0500000000002,350.0,1043.0500000000002,2023-03
TRX-000767,2023-03-24,CUST-0480,Asia-Pacific,Basic Support,2,284.26,70.0,568.52,140.0,428.52,2023-03
TRX-000803,2023-03-24,CUST-0567,Unknown,Enterprise License,2,1110.34,350.0,2220.68,700.0,1520.6799999999998,2023-03
TRX-000805,2023-03-24,CUST-0569,Latin America,Basic Support,1,273.98,70.0,273.98,70.0,203.98000000000002,2023-03
TRX-000827,2023-03-24,CUST-0613,North America,Consulting Service,3,168.58,105.0,505.74,315.0,190.74,2023-03
TRX-000631,2023-03-25,CUST-0119,Latin America,Enterprise License,4,1277.29,350.0,5109.16,1400.0,3709.16,2023-03
TRX-000657,2023-03-25,CUST-0207,Europe,Basic Support,2,319.61,70.0,639.22,140.0,499.22,2023-03
TRX-000683,2023-03-25,CUST-0259,Asia-Pacific,Enterprise License,1,1161.33,350.0,1161.33,350.0,811.3299999999999,2023-03
TRX-000707,2023-03-25,CUST-0315,Europe,Basic Support,6,277.51,70.0,1665.06,420.0,1245.06,2023-03
TRX-000761,2023-03-25,CUST-0469,North America,Enterprise License,1,1092.38,350.0,1092.38,350.0,742.3800000000001,2023-03
TRX-000790,2023-03-25,CUST-0540,Asia-Pacific,Enterprise License,4,1162.28,350.0,4649.12,1400.0,3249.12,2023-03
TRX-000847,2023-03-25,CUST-0711,Europe,Premium Maintenance,5,697.54,220.0,3487.7,1100.0,2387.7,2023-03
TRX-000868,2023-03-25,CUST-0764,Asia-Pacific,Consulting Service,1,175.46,105.0,175.46,105.0,70.46000000000001,2023-03
TRX-000871,2023-03-25,CUST-0772,Asia-Pacific,Consulting Service,6,180.4,105.0,1082.4,630.0,452.4000000000001,2023-03
TRX-000879,2023-03-25,CUST-0793,Asia-Pacific,Premium Maintenance,3,618.11,220.0,1854.33,660.0,1194.33,2023-03
TRX-000595,2023-03-26,CUST-0007,North America,Consulting Service,6,169.13,105.0,1014.78,630.0,384.78,2023-03
TRX-000597,2023-03-26,CUST-0018,Europe,Enterprise License,3,1227.71,350.0,3683.13,1050.0,2633.13,2023-03
TRX-000637,2023-03-26,CUST-0135,Latin America,Consulting Service,5,183.19,105.0,915.95,525.0,390.95000000000005,2023-03
TRX-000721,2023-03-26,CUST-0358,Asia-Pacific,Basic Support,3,296.11,70.0,888.33,210.0,678.33,2023-03
TRX-000741,2023-03-26,CUST-0402,Asia-Pacific,Basic Support,6,306.28,70.0,1837.6799999999998,420.0,1417.6799999999998,2023-03
TRX-000758,2023-03-26,CUST-0461,Europe,Premium Maintenance,3,645.36,220.0,1936.08,660.0,1276.08,2023-03
TRX-000775,2023-03-26,CUST-0493,Europe,Consulting Service,4,193.32,105.0,773.28,420.0,353.28,2023-03
TRX-000782,2023-03-26,CUST-0528,Asia-Pacific,Basic Support,6,308.72,70.0,1852.3200000000002,420.0,1432.3200000000002,2023-03
TRX-000785,2023-03-26,CUST-0532,Asia-Pacific,Consulting Service,4,184.08,105.0,736.32,420.0,316.32000000000005,2023-03
TRX-000664,2023-03-27,CUST-0217,Unknown,Enterprise License,5,1275.87,350.0,6379.349999999999,1750.0,4629.349999999999,2023-03
TRX-000694,2023-03-27,CUST-0287,Asia-Pacific,Enterprise License,5,1158.77,350.0,5793.85,1750.0,4043.8500000000004,2023-03
TRX-000702,2023-03-27,CUST-0304,Latin America,Basic Support,3,320.12,70.0,960.36,210.0,750.36,2023-03
TRX-000754,2023-03-27,CUST-0458,Asia-Pacific,Enterprise License,7,1239.94,350.0,8679.58,2450.0,6229.58,2023-03
TRX-000756,2023-03-27,CUST-0458,Asia-Pacific,Basic Support,1,304.99,70.0,304.99,70.0,234.99,2023-03
TRX-000783,2023-03-27,CUST-0530,Latin America,Consulting Service,7,175.41,105.0,1227.87,735.0,492.8699999999999,2023-03
TRX-000854,2023-03-27,CUST-0725,Latin America,Consulting Service,1,168.49,105.0,168.49,105.0,63.49000000000001,2023-03
TRX-000625,2023-03-28,CUST-0099,Asia-Pacific,Basic Support,6,306.01,70.0,1836.06,420.0,1416.06,2023-03
TRX-000638,2023-03-28,CUST-0137,Asia-Pacific,Basic Support,6,303.13,70.0,1818.78,420.0,1398.78,2023-03
TRX-000670,2023-03-28,CUST-0231,Latin America,Premium Maintenance,1,639.46,220.0,639.46,220.0,419.46000000000004,2023-03
TRX-000742,2023-03-28,CUST-0408,Latin America,Premium Maintenance,1,630.95,220.0,630.95,220.0,410.95000000000005,2023-03
TRX-000787,2023-03-28,CUST-0537,Europe,Premium Maintenance,6,692.51,220.0,4155.0599999999995,1320.0,2835.0599999999995,2023-03
TRX-000831,2023-03-28,CUST-0624,Latin America,Consulting Service,3,180.66,105.0,541.98,315.0,226.98000000000002,2023-03
TRX-000624,2023-03-29,CUST-0099,Asia-Pacific,Basic Support,4,281.21,70.0,1124.84,280.0,844.8399999999999,2023-03
TRX-000633,2023-03-29,CUST-0124,North America,Premium Maintenance,1,698.47,220.0,698.47,220.0,478.47,2023-03
TRX-000641,2023-03-29,CUST-0163,North America,Basic Support,6,312.71,70.0,1876.2599999999998,420.0,1456.2599999999998,2023-03
TRX-000655,2023-03-29,CUST-0206,Asia-Pacific,Enterprise License,4,1245.18,350.0,4980.72,1400.0,3580.7200000000003,2023-03
TRX-000667,2023-03-29,CUST-0222,Latin America,Premium Maintenance,2,622.0,220.0,1244.0,440.0,804.0,2023-03
TRX-000669,2023-03-29,CUST-0231,Latin America,Enterprise License,3,1263.66,350.0,3790.9800000000005,1050.0,2740.9800000000005,2023-03
TRX-000678,2023-03-29,CUST-0250,Latin America,Consulting Service,3,167.25,105.0,501.75,315.0,186.75,2023-03
TRX-000688,2023-03-29,CUST-0276,North America,Premium Maintenance,6,621.52,220.0,3729.12,1320.0,2409.12,2023-03
TRX-000701,2023-03-29,CUST-0304,Latin America,Consulting Service,6,191.7,105.0,1150.1999999999998,630.0,520.1999999999998,2023-03
TRX-000712,2023-03-29,CUST-0333,Latin America,Basic Support,1,286.2,70.0,286.2,70.0,216.2,2023-03
TRX-000799,2023-03-29,CUST-0558,Latin America,Basic Support,3,303.63,70.0,910.89,210.0,700.89,2023-03
TRX-000832,2023-03-29,CUST-0626,Asia-Pacific,Consulting Service,6,173.21,105.0,1039.26,630.0,409.26,2023-03
TRX-000865,2023-03-29,CUST-0751,Latin America,Basic Support,4,321.85,70.0,1287.4,280.0,1007.4000000000001,2023-03
TRX-000603,2023-03-30,CUST-0040,Europe,Premium Maintenance,4,662.32,220.0,2649.28,880.0,1769.2800000000002,2023-03
TRX-000640,2023-03-30,CUST-0154,Asia-Pacific,Enterprise License,4,1093.11,350.0,4372.44,1400.0,2972.4399999999996,2023-03
TRX-000695,2023-03-30,CUST-0293,North America,Basic Support,6,283.9,70.0,1703.3999999999999,420.0,1283.3999999999999,2023-03
TRX-000719,2023-03-30,CUST-0352,Europe,Premium Maintenance,7,601.4,220.0,4209.8,1540.0,2669.8,2023-03
TRX-000722,2023-03-30,CUST-0358,Asia-Pacific,Basic Support,1,287.49,70.0,287.49,70.0,217.49,2023-03
TRX-000728,2023-03-30,CUST-0374,Latin America,Enterprise License,4,1148.94,350.0,4595.76,1400.0,3195.76,2023-03
TRX-000737,2023-03-30,CUST-0394,Asia-Pacific,Enterprise License,5,1139.39,350.0,5696.950000000001,1750.0,3946.9500000000007,2023-03
TRX-000752,2023-03-30,CUST-0443,North America,Basic Support,7,299.64,70.0,2097.48,490.0,1607.48,2023-03
TRX-000769,2023-03-30,CUST-0487,Asia-Pacific,Premium Maintenance,6,623.39,220.0,3740.34,1320.0,2420.34,2023-03
TRX-000836,2023-03-30,CUST-0648,North America,Consulting Service,3,181.93,105.0,545.79,315.0,230.78999999999996,2023-03
TRX-000851,2023-03-30,CUST-0713,North America,Consulting Service,6,185.48,105.0,1112.8799999999999,630.0,482.8799999999999,2023-03
TRX-000594,2023-03-31,CUST-0006,Europe,Enterprise License,7,1286.47,350.0,9005.29,2450.0,6555.290000000001,2023-03
TRX-000613,2023-03-31,CUST-0085,Asia-Pacific,Basic Support,3,274.78,70.0,824.3399999999999,210.0,614.3399999999999,2023-03
TRX-000656,2023-03-31,CUST-0207,Europe,Enterprise License,3,1179.57,350.0,3538.71,1050.0,2488.71,2023-03
TRX-000684,2023-03-31,CUST-0262,Europe,Consulting Service,2,164.06,105.0,328.12,210.0,118.12,2023-03
TRX-000703,2023-03-31,CUST-0306,North America,Enterprise License,1,1103.65,350.0,1103.65,350.0,753.6500000000001,2023-03
TRX-000704,2023-03-31,CUST-0309,North America,Basic Support,5,312.7,70.0,1563.5,350.0,1213.5,2023-03
TRX-000714,2023-03-31,CUST-0341,Latin America,Enterprise License,3,1199.45,350.0,3598.3500000000004,1050.0,2548.3500000000004,2023-03
